NUTS,DISTRICT_CODE,SUB_DISTRICT_CODE,REF_YEAR,REF_DATE,SEX,AGE5,nationality_group,population_count
AT13,91000,91000,2025,2025-01-01,1,6,AUT,3971
AT13,91000,91000,2002,2002-01-01,1,6,EEA,272
AT13,91000,91000,2003,2003-01-01,1,6,EEA,331
AT13,91000,91000,2004,2004-01-01,1,6,EEA,392
AT13,91000,91000,2005,2005-01-01,1,6,EEA,485
AT13,91000,91000,2006,2006-01-01,1,6,EEA,565
AT13,91000,91000,2007,2007-01-01,1,6,EEA,578
AT13,91000,91000,2008,2008-01-01,1,6,EEA,633
AT13,91000,91000,2009,2009-01-01,1,6,EEA,651
AT13,91000,91000,2010,2010-01-01,1,6,EEA,633
AT13,91000,91000,2011,2011-01-01,1,6,EEA,671
AT13,91000,91000,2012,2012-01-01,1,6,EEA,715
AT13,91000,91000,2013,2013-01-01,1,6,EEA,856
AT13,91000,91000,2014,2014-01-01,1,6,EEA,1005
AT13,91000,91000,2015,2015-01-01,1,6,EEA,1124
AT13,91000,91000,2016,2016-01-01,1,6,EEA,1269
AT13,91000,91000,2017,2017-01-01,1,6,EEA,1375
AT13,91000,91000,2018,2018-01-01,1,6,EEA,1419
AT13,91000,91000,2019,2019-01-01,1,6,EEA,1482
AT13,91000,91000,2020,2020-01-01,1,6,EEA,1620
AT13,91000,91000,2021,2021-01-01,1,6,EEA,1703
AT13,91000,91000,2022,2022-01-01,1,6,EEA,1676
AT13,91000,91000,2023,2023-01-01,1,6,EEA,1742
AT13,91000,91000,2024,2024-01-01,1,6,EEA,1674
AT13,91000,91000,2025,2025-01-01,1,6,EEA,1644
AT13,91000,91000,2002,2002-01-01,1,6,REU,921
AT13,91000,91000,2003,2003-01-01,1,6,REU,1068
AT13,91000,91000,2004,2004-01-01,1,6,REU,1120
AT13,91000,91000,2005,2005-01-01,1,6,REU,1203
AT13,91000,91000,2006,2006-01-01,1,6,REU,1375
AT13,91000,91000,2007,2007-01-01,1,6,REU,1426
AT13,91000,91000,2008,2008-01-01,1,6,REU,1447
AT13,91000,91000,2009,2009-01-01,1,6,REU,1519
AT13,91000,91000,2010,2010-01-01,1,6,REU,1489
AT13,91000,91000,2011,2011-01-01,1,6,REU,1477
AT13,91000,91000,2012,2012-01-01,1,6,REU,1409
AT13,91000,91000,2013,2013-01-01,1,6,REU,1418
AT13,91000,91000,2014,2014-01-01,1,6,REU,1473
AT13,91000,91000,2015,2015-01-01,1,6,REU,1425
AT13,91000,91000,2016,2016-01-01,1,6,REU,1457
AT13,91000,91000,2017,2017-01-01,1,6,REU,1505
AT13,91000,91000,2018,2018-01-01,1,6,REU,1481
AT13,91000,91000,2019,2019-01-01,1,6,REU,1448
AT13,91000,91000,2020,2020-01-01,1,6,REU,1458
AT13,91000,91000,2021,2021-01-01,1,6,REU,1432
AT13,91000,91000,2022,2022-01-01,1,6,REU,1366
AT13,91000,91000,2023,2023-01-01,1,6,REU,1401
AT13,91000,91000,2024,2024-01-01,1,6,REU,1376
AT13,91000,91000,2025,2025-01-01,1,6,REU,1377
AT13,91000,91000,2002,2002-01-01,1,6,TCN,264
AT13,91000,91000,2003,2003-01-01,1,6,TCN,319
AT13,91000,91000,2004,2004-01-01,1,6,TCN,326
AT13,91000,91000,2005,2005-01-01,1,6,TCN,383
AT13,91000,91000,2006,2006-01-01,1,6,TCN,396
AT13,91000,91000,2007,2007-01-01,1,6,TCN,413
AT13,91000,91000,2008,2008-01-01,1,6,TCN,412
AT13,91000,91000,2009,2009-01-01,1,6,TCN,406
AT13,91000,91000,2010,2010-01-01,1,6,TCN,424
AT13,91000,91000,2011,2011-01-01,1,6,TCN,429
AT13,91000,91000,2012,2012-01-01,1,6,TCN,467
AT13,91000,91000,2013,2013-01-01,1,6,TCN,683
AT13,91000,91000,2014,2014-01-01,1,6,TCN,741
AT13,91000,91000,2015,2015-01-01,1,6,TCN,736
AT13,91000,91000,2016,2016-01-01,1,6,TCN,1056
AT13,91000,91000,2017,2017-01-01,1,6,TCN,1257
AT13,91000,91000,2018,2018-01-01,1,6,TCN,1347
AT13,91000,91000,2019,2019-01-01,1,6,TCN,1289
AT13,91000,91000,2020,2020-01-01,1,6,TCN,1318
AT13,91000,91000,2021,2021-01-01,1,6,TCN,1444
AT13,91000,91000,2022,2022-01-01,1,6,TCN,1804
AT13,91000,91000,2023,2023-01-01,1,6,TCN,2261
AT13,91000,91000,2024,2024-01-01,1,6,TCN,2631
AT13,91000,91000,2025,2025-01-01,1,6,TCN,2792
AT13,91000,91000,2002,2002-01-01,1,7,AUT,4754
AT13,91000,91000,2003,2003-01-01,1,7,AUT,4604
AT13,91000,91000,2004,2004-01-01,1,7,AUT,4288
AT13,91000,91000,2005,2005-01-01,1,7,AUT,4253
AT13,91000,91000,2006,2006-01-01,1,7,AUT,4164
AT13,91000,91000,2007,2007-01-01,1,7,AUT,4047
AT13,91000,91000,2008,2008-01-01,1,7,AUT,3816
AT13,91000,91000,2009,2009-01-01,1,7,AUT,3725
AT13,91000,91000,2010,2010-01-01,1,7,AUT,3645
AT13,91000,91000,2011,2011-01-01,1,7,AUT,3595
AT13,91000,91000,2012,2012-01-01,1,7,AUT,3691
AT13,91000,91000,2013,2013-01-01,1,7,AUT,3800
AT13,91000,91000,2014,2014-01-01,1,7,AUT,3936
AT13,91000,91000,2015,2015-01-01,1,7,AUT,4027
AT13,91000,91000,2016,2016-01-01,1,7,AUT,4074
AT13,91000,91000,2017,2017-01-01,1,7,AUT,4048
AT13,91000,91000,2018,2018-01-01,1,7,AUT,4096
AT13,91000,91000,2019,2019-01-01,1,7,AUT,4184
AT13,91000,91000,2020,2020-01-01,1,7,AUT,4284
AT13,91000,91000,2021,2021-01-01,1,7,AUT,4429
AT13,91000,91000,2022,2022-01-01,1,7,AUT,4371
AT13,91000,91000,2023,2023-01-01,1,7,AUT,4433
AT13,91000,91000,2024,2024-01-01,1,7,AUT,4349
AT13,91000,91000,2025,2025-01-01,1,7,AUT,4310
AT13,91000,91000,2002,2002-01-01,1,7,EEA,404
AT13,91000,91000,2003,2003-01-01,1,7,EEA,416
AT13,91000,91000,2004,2004-01-01,1,7,EEA,397
AT13,91000,91000,2005,2005-01-01,1,7,EEA,448
AT13,91000,91000,2006,2006-01-01,1,7,EEA,530
AT13,91000,91000,2007,2007-01-01,1,7,EEA,575
AT13,91000,91000,2008,2008-01-01,1,7,EEA,600
AT13,91000,91000,2009,2009-01-01,1,7,EEA,686
AT13,91000,91000,2010,2010-01-01,1,7,EEA,722
AT13,91000,91000,2011,2011-01-01,1,7,EEA,808
AT13,91000,91000,2012,2012-01-01,1,7,EEA,884
AT13,91000,91000,2013,2013-01-01,1,7,EEA,975
AT13,91000,91000,2014,2014-01-01,1,7,EEA,1087
AT13,91000,91000,2015,2015-01-01,1,7,EEA,1204
AT13,91000,91000,2016,2016-01-01,1,7,EEA,1303
AT13,91000,91000,2017,2017-01-01,1,7,EEA,1303
AT13,91000,91000,2018,2018-01-01,1,7,EEA,1375
AT13,91000,91000,2019,2019-01-01,1,7,EEA,1539
AT13,91000,91000,2020,2020-01-01,1,7,EEA,1670
AT13,91000,91000,2021,2021-01-01,1,7,EEA,1767
AT13,91000,91000,2022,2022-01-01,1,7,EEA,1872
AT13,91000,91000,2023,2023-01-01,1,7,EEA,1952
AT13,91000,91000,2024,2024-01-01,1,7,EEA,1909
AT13,91000,91000,2025,2025-01-01,1,7,EEA,1839
AT13,91000,91000,2002,2002-01-01,1,7,REU,941
AT13,91000,91000,2003,2003-01-01,1,7,REU,1023
AT13,91000,91000,2004,2004-01-01,1,7,REU,1032
AT13,91000,91000,2005,2005-01-01,1,7,REU,1090
AT13,91000,91000,2006,2006-01-01,1,7,REU,1190
AT13,91000,91000,2007,2007-01-01,1,7,REU,1215
AT13,91000,91000,2008,2008-01-01,1,7,REU,1289
AT13,91000,91000,2009,2009-01-01,1,7,REU,1317
AT13,91000,91000,2010,2010-01-01,1,7,REU,1425
AT13,91000,91000,2011,2011-01-01,1,7,REU,1530
AT13,91000,91000,2012,2012-01-01,1,7,REU,1638
AT13,91000,91000,2013,2013-01-01,1,7,REU,1770
AT13,91000,91000,2014,2014-01-01,1,7,REU,1852
AT13,91000,91000,2015,2015-01-01,1,7,REU,1843
AT13,91000,91000,2016,2016-01-01,1,7,REU,1820
AT13,91000,91000,2017,2017-01-01,1,7,REU,1725
AT13,91000,91000,2018,2018-01-01,1,7,REU,1694
AT13,91000,91000,2019,2019-01-01,1,7,REU,1648
AT13,91000,91000,2020,2020-01-01,1,7,REU,1641
AT13,91000,91000,2021,2021-01-01,1,7,REU,1667
AT13,91000,91000,2022,2022-01-01,1,7,REU,1608
AT13,91000,91000,2023,2023-01-01,1,7,REU,1596
AT13,91000,91000,2024,2024-01-01,1,7,REU,1599
AT13,91000,91000,2025,2025-01-01,1,7,REU,1613
AT13,91000,91000,2002,2002-01-01,1,7,TCN,316
AT13,91000,91000,2003,2003-01-01,1,7,TCN,303
AT13,91000,91000,2004,2004-01-01,1,7,TCN,294
AT13,91000,91000,2005,2005-01-01,1,7,TCN,320
AT13,91000,91000,2006,2006-01-01,1,7,TCN,362
AT13,91000,91000,2007,2007-01-01,1,7,TCN,394
AT13,91000,91000,2008,2008-01-01,1,7,TCN,423
AT13,91000,91000,2009,2009-01-01,1,7,TCN,444
AT13,91000,91000,2010,2010-01-01,1,7,TCN,505
AT13,91000,91000,2011,2011-01-01,1,7,TCN,468
AT13,91000,91000,2012,2012-01-01,1,7,TCN,474
AT13,91000,91000,2013,2013-01-01,1,7,TCN,630
AT13,91000,91000,2014,2014-01-01,1,7,TCN,709
AT13,91000,91000,2015,2015-01-01,1,7,TCN,753
AT13,91000,91000,2016,2016-01-01,1,7,TCN,954
AT13,91000,91000,2017,2017-01-01,1,7,TCN,1129
AT13,91000,91000,2018,2018-01-01,1,7,TCN,1263
AT13,91000,91000,2019,2019-01-01,1,7,TCN,1297
AT13,91000,91000,2020,2020-01-01,1,7,TCN,1347
AT13,91000,91000,2021,2021-01-01,1,7,TCN,1354
AT13,91000,91000,2022,2022-01-01,1,7,TCN,1629
AT13,91000,91000,2023,2023-01-01,1,7,TCN,2018
AT13,91000,91000,2024,2024-01-01,1,7,TCN,2219
AT13,91000,91000,2025,2025-01-01,1,7,TCN,2440
AT13,91000,91000,2002,2002-01-01,1,8,AUT,5371
AT13,91000,91000,2003,2003-01-01,1,8,AUT,5479
AT13,91000,91000,2004,2004-01-01,1,8,AUT,5547
AT13,91000,91000,2005,2005-01-01,1,8,AUT,5615
AT13,91000,91000,2006,2006-01-01,1,8,AUT,5417
AT13,91000,91000,2007,2007-01-01,1,8,AUT,5134
AT13,91000,91000,2008,2008-01-01,1,8,AUT,4834
AT13,91000,91000,2009,2009-01-01,1,8,AUT,4434
AT13,91000,91000,2010,2010-01-01,1,8,AUT,4172
AT13,91000,91000,2011,2011-01-01,1,8,AUT,3963
AT13,91000,91000,2012,2012-01-01,1,8,AUT,3753
AT13,91000,91000,2013,2013-01-01,1,8,AUT,3576
AT13,91000,91000,2014,2014-01-01,1,8,AUT,3447
AT13,91000,91000,2015,2015-01-01,1,8,AUT,3472
AT13,91000,91000,2016,2016-01-01,1,8,AUT,3482
AT13,91000,91000,2017,2017-01-01,1,8,AUT,3505
AT13,91000,91000,2018,2018-01-01,1,8,AUT,3630
AT13,91000,91000,2019,2019-01-01,1,8,AUT,3747
AT13,91000,91000,2020,2020-01-01,1,8,AUT,3840
AT13,91000,91000,2021,2021-01-01,1,8,AUT,3987
AT13,91000,91000,2022,2022-01-01,1,8,AUT,4047
AT13,91000,91000,2023,2023-01-01,1,8,AUT,4009
AT13,91000,91000,2024,2024-01-01,1,8,AUT,4042
AT13,91000,91000,2025,2025-01-01,1,8,AUT,4028
AT13,91000,91000,2002,2002-01-01,1,8,EEA,388
AT13,91000,91000,2003,2003-01-01,1,8,EEA,419
AT13,91000,91000,2004,2004-01-01,1,8,EEA,440
AT13,91000,91000,2005,2005-01-01,1,8,EEA,496
AT13,91000,91000,2006,2006-01-01,1,8,EEA,511
AT13,91000,91000,2007,2007-01-01,1,8,EEA,541
AT13,91000,91000,2008,2008-01-01,1,8,EEA,573
AT13,91000,91000,2009,2009-01-01,1,8,EEA,587
AT13,91000,91000,2010,2010-01-01,1,8,EEA,609
AT13,91000,91000,2011,2011-01-01,1,8,EEA,664
AT13,91000,91000,2012,2012-01-01,1,8,EEA,748
AT13,91000,91000,2013,2013-01-01,1,8,EEA,870
AT13,91000,91000,2014,2014-01-01,1,8,EEA,1020
AT13,91000,91000,2015,2015-01-01,1,8,EEA,1133
AT13,91000,91000,2016,2016-01-01,1,8,EEA,1261
AT13,91000,91000,2017,2017-01-01,1,8,EEA,1330
AT13,91000,91000,2018,2018-01-01,1,8,EEA,1387
AT13,91000,91000,2019,2019-01-01,1,8,EEA,1505
AT13,91000,91000,2020,2020-01-01,1,8,EEA,1542
AT13,91000,91000,2021,2021-01-01,1,8,EEA,1614
AT13,91000,91000,2022,2022-01-01,1,8,EEA,1673
AT13,91000,91000,2023,2023-01-01,1,8,EEA,1741
AT13,91000,91000,2024,2024-01-01,1,8,EEA,1813
AT13,91000,91000,2025,2025-01-01,1,8,EEA,1804
AT13,91000,91000,2002,2002-01-01,1,8,REU,922
AT13,91000,91000,2003,2003-01-01,1,8,REU,943
AT13,91000,91000,2004,2004-01-01,1,8,REU,951
AT13,91000,91000,2005,2005-01-01,1,8,REU,996
AT13,91000,91000,2006,2006-01-01,1,8,REU,1038
AT13,91000,91000,2007,2007-01-01,1,8,REU,1040
AT13,91000,91000,2008,2008-01-01,1,8,REU,1086
AT13,91000,91000,2009,2009-01-01,1,8,REU,1110
AT13,91000,91000,2010,2010-01-01,1,8,REU,1180
AT13,91000,91000,2011,2011-01-01,1,8,REU,1233
AT13,91000,91000,2012,2012-01-01,1,8,REU,1277
AT13,91000,91000,2013,2013-01-01,1,8,REU,1446
AT13,91000,91000,2014,2014-01-01,1,8,REU,1556
AT13,91000,91000,2015,2015-01-01,1,8,REU,1606
AT13,91000,91000,2016,2016-01-01,1,8,REU,1731
AT13,91000,91000,2017,2017-01-01,1,8,REU,1870
AT13,91000,91000,2018,2018-01-01,1,8,REU,1902
AT13,91000,91000,2019,2019-01-01,1,8,REU,1915
AT13,91000,91000,2020,2020-01-01,1,8,REU,1873
AT13,91000,91000,2021,2021-01-01,1,8,REU,1841
AT13,91000,91000,2022,2022-01-01,1,8,REU,1757
AT13,91000,91000,2023,2023-01-01,1,8,REU,1801
AT13,91000,91000,2024,2024-01-01,1,8,REU,1781
AT13,91000,91000,2025,2025-01-01,1,8,REU,1716
AT13,91000,91000,2002,2002-01-01,1,8,TCN,321
AT13,91000,91000,2003,2003-01-01,1,8,TCN,270
AT13,91000,91000,2004,2004-01-01,1,8,TCN,236
AT13,91000,91000,2005,2005-01-01,1,8,TCN,247
AT13,91000,91000,2006,2006-01-01,1,8,TCN,269
AT13,91000,91000,2007,2007-01-01,1,8,TCN,289
AT13,91000,91000,2008,2008-01-01,1,8,TCN,320
AT13,91000,91000,2009,2009-01-01,1,8,TCN,346
AT13,91000,91000,2010,2010-01-01,1,8,TCN,350
AT13,91000,91000,2011,2011-01-01,1,8,TCN,378
AT13,91000,91000,2012,2012-01-01,1,8,TCN,408
AT13,91000,91000,2013,2013-01-01,1,8,TCN,516
AT13,91000,91000,2014,2014-01-01,1,8,TCN,539
AT13,91000,91000,2015,2015-01-01,1,8,TCN,584
AT13,91000,91000,2016,2016-01-01,1,8,TCN,676
AT13,91000,91000,2017,2017-01-01,1,8,TCN,813
AT13,91000,91000,2018,2018-01-01,1,8,TCN,966
AT13,91000,91000,2019,2019-01-01,1,8,TCN,1003
AT13,91000,91000,2020,2020-01-01,1,8,TCN,1052
AT13,91000,91000,2021,2021-01-01,1,8,TCN,1151
AT13,91000,91000,2022,2022-01-01,1,8,TCN,1337
AT13,91000,91000,2023,2023-01-01,1,8,TCN,1624
AT13,91000,91000,2024,2024-01-01,1,8,TCN,1727
AT13,91000,91000,2025,2025-01-01,1,8,TCN,1831
AT13,91000,91000,2002,2002-01-01,1,9,AUT,4712
AT13,91000,91000,2003,2003-01-01,1,9,AUT,5048
AT13,91000,91000,2004,2004-01-01,1,9,AUT,5401
AT13,91000,91000,2005,2005-01-01,1,9,AUT,5615
AT13,91000,91000,2006,2006-01-01,1,9,AUT,5760
AT13,91000,91000,2007,2007-01-01,1,9,AUT,5766
AT13,91000,91000,2008,2008-01-01,1,9,AUT,5677
AT13,91000,91000,2009,2009-01-01,1,9,AUT,5668
AT13,91000,91000,2010,2010-01-01,1,9,AUT,5552
AT13,91000,91000,2011,2011-01-01,1,9,AUT,5305
AT13,91000,91000,2012,2012-01-01,1,9,AUT,4960
AT13,91000,91000,2013,2013-01-01,1,9,AUT,4647
AT13,91000,91000,2014,2014-01-01,1,9,AUT,4236
AT13,91000,91000,2015,2015-01-01,1,9,AUT,3921
AT13,91000,91000,2016,2016-01-01,1,9,AUT,3777
AT13,91000,91000,2017,2017-01-01,1,9,AUT,3580
AT13,91000,91000,2018,2018-01-01,1,9,AUT,3471
AT13,91000,91000,2019,2019-01-01,1,9,AUT,3361
AT13,91000,91000,2020,2020-01-01,1,9,AUT,3383
AT13,91000,91000,2021,2021-01-01,1,9,AUT,3391
AT13,91000,91000,2022,2022-01-01,1,9,AUT,3449
AT13,91000,91000,2023,2023-01-01,1,9,AUT,3571
AT13,91000,91000,2024,2024-01-01,1,9,AUT,3670
AT13,91000,91000,2025,2025-01-01,1,9,AUT,3671
AT13,91000,91000,2002,2002-01-01,1,9,EEA,402
AT13,91000,91000,2003,2003-01-01,1,9,EEA,410
AT13,91000,91000,2004,2004-01-01,1,9,EEA,400
AT13,91000,91000,2005,2005-01-01,1,9,EEA,428
AT13,91000,91000,2006,2006-01-01,1,9,EEA,475
AT13,91000,91000,2007,2007-01-01,1,9,EEA,477
AT13,91000,91000,2008,2008-01-01,1,9,EEA,512
AT13,91000,91000,2009,2009-01-01,1,9,EEA,574
AT13,91000,91000,2010,2010-01-01,1,9,EEA,614
AT13,91000,91000,2011,2011-01-01,1,9,EEA,636
AT13,91000,91000,2012,2012-01-01,1,9,EEA,694
AT13,91000,91000,2013,2013-01-01,1,9,EEA,757
AT13,91000,91000,2014,2014-01-01,1,9,EEA,837
AT13,91000,91000,2015,2015-01-01,1,9,EEA,929
AT13,91000,91000,2016,2016-01-01,1,9,EEA,1001
AT13,91000,91000,2017,2017-01-01,1,9,EEA,1092
AT13,91000,91000,2018,2018-01-01,1,9,EEA,1189
AT13,91000,91000,2019,2019-01-01,1,9,EEA,1270
AT13,91000,91000,2020,2020-01-01,1,9,EEA,1371
AT13,91000,91000,2021,2021-01-01,1,9,EEA,1507
AT13,91000,91000,2022,2022-01-01,1,9,EEA,1542
AT13,91000,91000,2023,2023-01-01,1,9,EEA,1587
AT13,91000,91000,2024,2024-01-01,1,9,EEA,1613
AT13,91000,91000,2025,2025-01-01,1,9,EEA,1622
AT13,91000,91000,2002,2002-01-01,1,9,REU,687
AT13,91000,91000,2003,2003-01-01,1,9,REU,733
AT13,91000,91000,2004,2004-01-01,1,9,REU,789
AT13,91000,91000,2005,2005-01-01,1,9,REU,792
AT13,91000,91000,2006,2006-01-01,1,9,REU,837
AT13,91000,91000,2007,2007-01-01,1,9,REU,888
AT13,91000,91000,2008,2008-01-01,1,9,REU,876
AT13,91000,91000,2009,2009-01-01,1,9,REU,954
AT13,91000,91000,2010,2010-01-01,1,9,REU,1007
AT13,91000,91000,2011,2011-01-01,1,9,REU,1068
AT13,91000,91000,2012,2012-01-01,1,9,REU,1098
AT13,91000,91000,2013,2013-01-01,1,9,REU,1203
AT13,91000,91000,2014,2014-01-01,1,9,REU,1231
AT13,91000,91000,2015,2015-01-01,1,9,REU,1262
AT13,91000,91000,2016,2016-01-01,1,9,REU,1356
AT13,91000,91000,2017,2017-01-01,1,9,REU,1429
AT13,91000,91000,2018,2018-01-01,1,9,REU,1549
AT13,91000,91000,2019,2019-01-01,1,9,REU,1598
AT13,91000,91000,2020,2020-01-01,1,9,REU,1634
AT13,91000,91000,2021,2021-01-01,1,9,REU,1716
AT13,91000,91000,2022,2022-01-01,1,9,REU,1771
AT13,91000,91000,2023,2023-01-01,1,9,REU,1787
AT13,91000,91000,2024,2024-01-01,1,9,REU,1805
AT13,91000,91000,2025,2025-01-01,1,9,REU,1829
AT13,91000,91000,2002,2002-01-01,1,9,TCN,187
AT13,91000,91000,2003,2003-01-01,1,9,TCN,204
AT13,91000,91000,2004,2004-01-01,1,9,TCN,212
AT13,91000,91000,2005,2005-01-01,1,9,TCN,202
AT13,91000,91000,2006,2006-01-01,1,9,TCN,208
AT13,91000,91000,2007,2007-01-01,1,9,TCN,214
AT13,91000,91000,2008,2008-01-01,1,9,TCN,201
AT13,91000,91000,2009,2009-01-01,1,9,TCN,215
AT13,91000,91000,2010,2010-01-01,1,9,TCN,209
AT13,91000,91000,2011,2011-01-01,1,9,TCN,256
AT13,91000,91000,2012,2012-01-01,1,9,TCN,272
AT13,91000,91000,2013,2013-01-01,1,9,TCN,357
AT13,91000,91000,2014,2014-01-01,1,9,TCN,406
AT13,91000,91000,2015,2015-01-01,1,9,TCN,431
AT13,91000,91000,2016,2016-01-01,1,9,TCN,519
AT13,91000,91000,2017,2017-01-01,1,9,TCN,586
AT13,91000,91000,2018,2018-01-01,1,9,TCN,661
AT13,91000,91000,2019,2019-01-01,1,9,TCN,704
AT13,91000,91000,2020,2020-01-01,1,9,TCN,732
AT13,91000,91000,2021,2021-01-01,1,9,TCN,776
AT13,91000,91000,2022,2022-01-01,1,9,TCN,878
AT13,91000,91000,2023,2023-01-01,1,9,TCN,1072
AT13,91000,91000,2024,2024-01-01,1,9,TCN,1178
AT13,91000,91000,2025,2025-01-01,1,9,TCN,1316
AT13,91000,91000,2002,2002-01-01,1,10,AUT,3676
AT13,91000,91000,2003,2003-01-01,1,10,AUT,3902
AT13,91000,91000,2004,2004-01-01,1,10,AUT,4127
AT13,91000,91000,2005,2005-01-01,1,10,AUT,4424
AT13,91000,91000,2006,2006-01-01,1,10,AUT,4740
AT13,91000,91000,2007,2007-01-01,1,10,AUT,4983
AT13,91000,91000,2008,2008-01-01,1,10,AUT,5248
AT13,91000,91000,2009,2009-01-01,1,10,AUT,5448
AT13,91000,91000,2010,2010-01-01,1,10,AUT,5501
AT13,91000,91000,2011,2011-01-01,1,10,AUT,5555
AT13,91000,91000,2012,2012-01-01,1,10,AUT,5573
AT13,91000,91000,2013,2013-01-01,1,10,AUT,5540
AT13,91000,91000,2014,2014-01-01,1,10,AUT,5463
AT13,91000,91000,2015,2015-01-01,1,10,AUT,5364
AT13,91000,91000,2016,2016-01-01,1,10,AUT,5134
AT13,91000,91000,2017,2017-01-01,1,10,AUT,4792
AT13,91000,91000,2018,2018-01-01,1,10,AUT,4465
AT13,91000,91000,2019,2019-01-01,1,10,AUT,4125
AT13,91000,91000,2020,2020-01-01,1,10,AUT,3839
AT13,91000,91000,2021,2021-01-01,1,10,AUT,3713
AT13,91000,91000,2022,2022-01-01,1,10,AUT,3569
AT13,91000,91000,2023,2023-01-01,1,10,AUT,3416
AT13,91000,91000,2024,2024-01-01,1,10,AUT,3273
AT13,91000,91000,2025,2025-01-01,1,10,AUT,3214
AT13,91000,91000,2002,2002-01-01,1,10,EEA,364
AT13,91000,91000,2003,2003-01-01,1,10,EEA,390
AT13,91000,91000,2004,2004-01-01,1,10,EEA,395
AT13,91000,91000,2005,2005-01-01,1,10,EEA,398
AT13,91000,91000,2006,2006-01-01,1,10,EEA,417
AT13,91000,91000,2007,2007-01-01,1,10,EEA,439
AT13,91000,91000,2008,2008-01-01,1,10,EEA,469
AT13,91000,91000,2009,2009-01-01,1,10,EEA,482
AT13,91000,91000,2010,2010-01-01,1,10,EEA,507
AT13,91000,91000,2011,2011-01-01,1,10,EEA,528
AT13,91000,91000,2012,2012-01-01,1,10,EEA,574
AT13,91000,91000,2013,2013-01-01,1,10,EEA,631
AT13,91000,91000,2014,2014-01-01,1,10,EEA,757
AT13,91000,91000,2015,2015-01-01,1,10,EEA,869
AT13,91000,91000,2016,2016-01-01,1,10,EEA,932
AT13,91000,91000,2017,2017-01-01,1,10,EEA,1017
AT13,91000,91000,2018,2018-01-01,1,10,EEA,1065
AT13,91000,91000,2019,2019-01-01,1,10,EEA,1112
AT13,91000,91000,2020,2020-01-01,1,10,EEA,1187
AT13,91000,91000,2021,2021-01-01,1,10,EEA,1276
AT13,91000,91000,2022,2022-01-01,1,10,EEA,1305
AT13,91000,91000,2023,2023-01-01,1,10,EEA,1390
AT13,91000,91000,2024,2024-01-01,1,10,EEA,1434
AT13,91000,91000,2025,2025-01-01,1,10,EEA,1461
AT13,91000,91000,2002,2002-01-01,1,10,REU,796
AT13,91000,91000,2003,2003-01-01,1,10,REU,723
AT13,91000,91000,2004,2004-01-01,1,10,REU,673
AT13,91000,91000,2005,2005-01-01,1,10,REU,662
AT13,91000,91000,2006,2006-01-01,1,10,REU,638
AT13,91000,91000,2007,2007-01-01,1,10,REU,648
AT13,91000,91000,2008,2008-01-01,1,10,REU,693
AT13,91000,91000,2009,2009-01-01,1,10,REU,737
AT13,91000,91000,2010,2010-01-01,1,10,REU,765
AT13,91000,91000,2011,2011-01-01,1,10,REU,818
AT13,91000,91000,2012,2012-01-01,1,10,REU,890
AT13,91000,91000,2013,2013-01-01,1,10,REU,962
AT13,91000,91000,2014,2014-01-01,1,10,REU,1074
AT13,91000,91000,2015,2015-01-01,1,10,REU,1101
AT13,91000,91000,2016,2016-01-01,1,10,REU,1131
AT13,91000,91000,2017,2017-01-01,1,10,REU,1137
AT13,91000,91000,2018,2018-01-01,1,10,REU,1222
AT13,91000,91000,2019,2019-01-01,1,10,REU,1275
AT13,91000,91000,2020,2020-01-01,1,10,REU,1362
AT13,91000,91000,2021,2021-01-01,1,10,REU,1440
AT13,91000,91000,2022,2022-01-01,1,10,REU,1453
AT13,91000,91000,2023,2023-01-01,1,10,REU,1559
AT13,91000,91000,2024,2024-01-01,1,10,REU,1579
AT13,91000,91000,2025,2025-01-01,1,10,REU,1652
AT13,91000,91000,2002,2002-01-01,1,10,TCN,119
AT13,91000,91000,2003,2003-01-01,1,10,TCN,121
AT13,91000,91000,2004,2004-01-01,1,10,TCN,124
AT13,91000,91000,2005,2005-01-01,1,10,TCN,125
AT13,91000,91000,2006,2006-01-01,1,10,TCN,126
AT13,91000,91000,2007,2007-01-01,1,10,TCN,142
AT13,91000,91000,2008,2008-01-01,1,10,TCN,142
AT13,91000,91000,2009,2009-01-01,1,10,TCN,174
AT13,91000,91000,2010,2010-01-01,1,10,TCN,171
AT13,91000,91000,2011,2011-01-01,1,10,TCN,179
AT13,91000,91000,2012,2012-01-01,1,10,TCN,186
AT13,91000,91000,2013,2013-01-01,1,10,TCN,235
AT13,91000,91000,2014,2014-01-01,1,10,TCN,248
AT13,91000,91000,2015,2015-01-01,1,10,TCN,268
AT13,91000,91000,2016,2016-01-01,1,10,TCN,364
AT13,91000,91000,2017,2017-01-01,1,10,TCN,423
AT13,91000,91000,2018,2018-01-01,1,10,TCN,455
AT13,91000,91000,2019,2019-01-01,1,10,TCN,492
AT13,91000,91000,2020,2020-01-01,1,10,TCN,514
AT13,91000,91000,2021,2021-01-01,1,10,TCN,567
AT13,91000,91000,2022,2022-01-01,1,10,TCN,626
AT13,91000,91000,2023,2023-01-01,1,10,TCN,708
AT13,91000,91000,2024,2024-01-01,1,10,TCN,780
AT13,91000,91000,2025,2025-01-01,1,10,TCN,822
AT13,91000,91000,2002,2002-01-01,1,11,AUT,4148
AT13,91000,91000,2003,2003-01-01,1,11,AUT,3791
