NUTS,DISTRICT_CODE,SUB_DISTRICT_CODE,REF_YEAR,REF_DATE,SEX,AGE5,nationality_group,population_count
AT13,90100,90100,2007,2007-01-01,2,16,REU,2
AT13,90100,90100,2008,2008-01-01,2,16,REU,5
AT13,90100,90100,2009,2009-01-01,2,16,REU,6
AT13,90100,90100,2010,2010-01-01,2,16,REU,6
AT13,90100,90100,2011,2011-01-01,2,16,REU,7
AT13,90100,90100,2012,2012-01-01,2,16,REU,9
AT13,90100,90100,2013,2013-01-01,2,16,REU,4
AT13,90100,90100,2014,2014-01-01,2,16,REU,2
AT13,90100,90100,2015,2015-01-01,2,16,REU,5
AT13,90100,90100,2016,2016-01-01,2,16,REU,5
AT13,90100,90100,2017,2017-01-01,2,16,REU,2
AT13,90100,90100,2018,2018-01-01,2,16,REU,7
AT13,90100,90100,2019,2019-01-01,2,16,REU,8
AT13,90100,90100,2020,2020-01-01,2,16,REU,10
AT13,90100,90100,2021,2021-01-01,2,16,REU,9
AT13,90100,90100,2022,2022-01-01,2,16,REU,8
AT13,90100,90100,2023,2023-01-01,2,16,REU,25
AT13,90100,90100,2024,2024-01-01,2,16,REU,37
AT13,90100,90100,2025,2025-01-01,2,16,REU,34
AT13,90100,90100,2002,2002-01-01,2,16,TCN,11
AT13,90100,90100,2003,2003-01-01,2,16,TCN,9
AT13,90100,90100,2004,2004-01-01,2,16,TCN,6
AT13,90100,90100,2005,2005-01-01,2,16,TCN,3
AT13,90100,90100,2006,2006-01-01,2,16,TCN,2
AT13,90100,90100,2007,2007-01-01,2,16,TCN,2
AT13,90100,90100,2008,2008-01-01,2,16,TCN,2
AT13,90100,90100,2009,2009-01-01,2,16,TCN,1
AT13,90100,90100,2010,2010-01-01,2,16,TCN,6
AT13,90100,90100,2011,2011-01-01,2,16,TCN,6
AT13,90100,90100,2012,2012-01-01,2,16,TCN,8
AT13,90100,90100,2013,2013-01-01,2,16,TCN,10
AT13,90100,90100,2014,2014-01-01,2,16,TCN,10
AT13,90100,90100,2015,2015-01-01,2,16,TCN,10
AT13,90100,90100,2016,2016-01-01,2,16,TCN,10
AT13,90100,90100,2017,2017-01-01,2,16,TCN,8
AT13,90100,90100,2018,2018-01-01,2,16,TCN,12
AT13,90100,90100,2019,2019-01-01,2,16,TCN,13
AT13,90100,90100,2020,2020-01-01,2,16,TCN,17
AT13,90100,90100,2021,2021-01-01,2,16,TCN,16
AT13,90100,90100,2022,2022-01-01,2,16,TCN,12
AT13,90100,90100,2023,2023-01-01,2,16,TCN,9
AT13,90100,90100,2024,2024-01-01,2,16,TCN,12
AT13,90100,90100,2025,2025-01-01,2,16,TCN,15
AT13,90100,90100,2002,2002-01-01,2,17,AUT,833
AT13,90100,90100,2003,2003-01-01,2,17,AUT,832
AT13,90100,90100,2004,2004-01-01,2,17,AUT,847
AT13,90100,90100,2005,2005-01-01,2,17,AUT,854
AT13,90100,90100,2006,2006-01-01,2,17,AUT,863
AT13,90100,90100,2007,2007-01-01,2,17,AUT,849
AT13,90100,90100,2008,2008-01-01,2,17,AUT,819
AT13,90100,90100,2009,2009-01-01,2,17,AUT,787
AT13,90100,90100,2010,2010-01-01,2,17,AUT,772
AT13,90100,90100,2011,2011-01-01,2,17,AUT,756
AT13,90100,90100,2012,2012-01-01,2,17,AUT,744
AT13,90100,90100,2013,2013-01-01,2,17,AUT,726
AT13,90100,90100,2014,2014-01-01,2,17,AUT,690
AT13,90100,90100,2015,2015-01-01,2,17,AUT,662
AT13,90100,90100,2016,2016-01-01,2,17,AUT,656
AT13,90100,90100,2017,2017-01-01,2,17,AUT,614
AT13,90100,90100,2018,2018-01-01,2,17,AUT,595
AT13,90100,90100,2019,2019-01-01,2,17,AUT,572
AT13,90100,90100,2020,2020-01-01,2,17,AUT,602
AT13,90100,90100,2021,2021-01-01,2,17,AUT,629
AT13,90100,90100,2022,2022-01-01,2,17,AUT,676
AT13,90100,90100,2023,2023-01-01,2,17,AUT,673
AT13,90100,90100,2024,2024-01-01,2,17,AUT,721
AT13,90100,90100,2025,2025-01-01,2,17,AUT,734
AT13,90100,90100,2002,2002-01-01,2,17,EEA,26
AT13,90100,90100,2003,2003-01-01,2,17,EEA,24
AT13,90100,90100,2004,2004-01-01,2,17,EEA,23
AT13,90100,90100,2005,2005-01-01,2,17,EEA,22
AT13,90100,90100,2006,2006-01-01,2,17,EEA,24
AT13,90100,90100,2007,2007-01-01,2,17,EEA,19
AT13,90100,90100,2008,2008-01-01,2,17,EEA,21
AT13,90100,90100,2009,2009-01-01,2,17,EEA,20
AT13,90100,90100,2010,2010-01-01,2,17,EEA,22
AT13,90100,90100,2011,2011-01-01,2,17,EEA,22
AT13,90100,90100,2012,2012-01-01,2,17,EEA,23
AT13,90100,90100,2013,2013-01-01,2,17,EEA,23
AT13,90100,90100,2014,2014-01-01,2,17,EEA,24
AT13,90100,90100,2015,2015-01-01,2,17,EEA,25
AT13,90100,90100,2016,2016-01-01,2,17,EEA,26
AT13,90100,90100,2017,2017-01-01,2,17,EEA,29
AT13,90100,90100,2018,2018-01-01,2,17,EEA,30
AT13,90100,90100,2019,2019-01-01,2,17,EEA,33
AT13,90100,90100,2020,2020-01-01,2,17,EEA,34
AT13,90100,90100,2021,2021-01-01,2,17,EEA,37
AT13,90100,90100,2022,2022-01-01,2,17,EEA,36
AT13,90100,90100,2023,2023-01-01,2,17,EEA,37
AT13,90100,90100,2024,2024-01-01,2,17,EEA,44
AT13,90100,90100,2025,2025-01-01,2,17,EEA,47
AT13,90100,90100,2002,2002-01-01,2,17,REU,0
AT13,90100,90100,2003,2003-01-01,2,17,REU,1
AT13,90100,90100,2004,2004-01-01,2,17,REU,3
AT13,90100,90100,2005,2005-01-01,2,17,REU,5
AT13,90100,90100,2006,2006-01-01,2,17,REU,6
AT13,90100,90100,2007,2007-01-01,2,17,REU,6
AT13,90100,90100,2008,2008-01-01,2,17,REU,7
AT13,90100,90100,2009,2009-01-01,2,17,REU,8
AT13,90100,90100,2010,2010-01-01,2,17,REU,7
AT13,90100,90100,2011,2011-01-01,2,17,REU,6
AT13,90100,90100,2012,2012-01-01,2,17,REU,6
AT13,90100,90100,2013,2013-01-01,2,17,REU,8
AT13,90100,90100,2014,2014-01-01,2,17,REU,8
AT13,90100,90100,2015,2015-01-01,2,17,REU,8
AT13,90100,90100,2016,2016-01-01,2,17,REU,5
AT13,90100,90100,2017,2017-01-01,2,17,REU,8
AT13,90100,90100,2018,2018-01-01,2,17,REU,9
AT13,90100,90100,2019,2019-01-01,2,17,REU,6
AT13,90100,90100,2020,2020-01-01,2,17,REU,5
AT13,90100,90100,2021,2021-01-01,2,17,REU,7
AT13,90100,90100,2022,2022-01-01,2,17,REU,7
AT13,90100,90100,2023,2023-01-01,2,17,REU,17
AT13,90100,90100,2024,2024-01-01,2,17,REU,23
AT13,90100,90100,2025,2025-01-01,2,17,REU,25
AT13,90100,90100,2002,2002-01-01,2,17,TCN,4
AT13,90100,90100,2003,2003-01-01,2,17,TCN,5
AT13,90100,90100,2004,2004-01-01,2,17,TCN,6
AT13,90100,90100,2005,2005-01-01,2,17,TCN,10
AT13,90100,90100,2006,2006-01-01,2,17,TCN,10
AT13,90100,90100,2007,2007-01-01,2,17,TCN,11
AT13,90100,90100,2008,2008-01-01,2,17,TCN,10
AT13,90100,90100,2009,2009-01-01,2,17,TCN,11
AT13,90100,90100,2010,2010-01-01,2,17,TCN,9
AT13,90100,90100,2011,2011-01-01,2,17,TCN,9
AT13,90100,90100,2012,2012-01-01,2,17,TCN,9
AT13,90100,90100,2013,2013-01-01,2,17,TCN,6
AT13,90100,90100,2014,2014-01-01,2,17,TCN,7
AT13,90100,90100,2015,2015-01-01,2,17,TCN,8
AT13,90100,90100,2016,2016-01-01,2,17,TCN,8
AT13,90100,90100,2017,2017-01-01,2,17,TCN,12
AT13,90100,90100,2018,2018-01-01,2,17,TCN,12
AT13,90100,90100,2019,2019-01-01,2,17,TCN,12
AT13,90100,90100,2020,2020-01-01,2,17,TCN,11
AT13,90100,90100,2021,2021-01-01,2,17,TCN,12
AT13,90100,90100,2022,2022-01-01,2,17,TCN,13
AT13,90100,90100,2023,2023-01-01,2,17,TCN,12
AT13,90100,90100,2024,2024-01-01,2,17,TCN,11
AT13,90100,90100,2025,2025-01-01,2,17,TCN,16
AT13,90200,90200,2002,2002-01-01,1,1,AUT,1625
AT13,90200,90200,2003,2003-01-01,1,1,AUT,1701
AT13,90200,90200,2004,2004-01-01,1,1,AUT,1781
AT13,90200,90200,2005,2005-01-01,1,1,AUT,1837
AT13,90200,90200,2006,2006-01-01,1,1,AUT,1800
AT13,90200,90200,2007,2007-01-01,1,1,AUT,1797
AT13,90200,90200,2008,2008-01-01,1,1,AUT,1726
AT13,90200,90200,2009,2009-01-01,1,1,AUT,1767
AT13,90200,90200,2010,2010-01-01,1,1,AUT,1786
AT13,90200,90200,2011,2011-01-01,1,1,AUT,1861
AT13,90200,90200,2012,2012-01-01,1,1,AUT,1852
AT13,90200,90200,2013,2013-01-01,1,1,AUT,1893
AT13,90200,90200,2014,2014-01-01,1,1,AUT,1907
AT13,90200,90200,2015,2015-01-01,1,1,AUT,1958
AT13,90200,90200,2016,2016-01-01,1,1,AUT,1954
AT13,90200,90200,2017,2017-01-01,1,1,AUT,1965
AT13,90200,90200,2018,2018-01-01,1,1,AUT,1871
AT13,90200,90200,2019,2019-01-01,1,1,AUT,1852
AT13,90200,90200,2020,2020-01-01,1,1,AUT,1858
AT13,90200,90200,2021,2021-01-01,1,1,AUT,1802
AT13,90200,90200,2022,2022-01-01,1,1,AUT,1705
AT13,90200,90200,2023,2023-01-01,1,1,AUT,1654
AT13,90200,90200,2024,2024-01-01,1,1,AUT,1663
AT13,90200,90200,2025,2025-01-01,1,1,AUT,1722
AT13,90200,90200,2002,2002-01-01,1,1,EEA,130
AT13,90200,90200,2003,2003-01-01,1,1,EEA,146
AT13,90200,90200,2004,2004-01-01,1,1,EEA,158
AT13,90200,90200,2005,2005-01-01,1,1,EEA,169
AT13,90200,90200,2006,2006-01-01,1,1,EEA,186
AT13,90200,90200,2007,2007-01-01,1,1,EEA,200
AT13,90200,90200,2008,2008-01-01,1,1,EEA,227
AT13,90200,90200,2009,2009-01-01,1,1,EEA,231
AT13,90200,90200,2010,2010-01-01,1,1,EEA,267
AT13,90200,90200,2011,2011-01-01,1,1,EEA,307
AT13,90200,90200,2012,2012-01-01,1,1,EEA,335
AT13,90200,90200,2013,2013-01-01,1,1,EEA,378
AT13,90200,90200,2014,2014-01-01,1,1,EEA,415
AT13,90200,90200,2015,2015-01-01,1,1,EEA,446
AT13,90200,90200,2016,2016-01-01,1,1,EEA,450
AT13,90200,90200,2017,2017-01-01,1,1,EEA,462
AT13,90200,90200,2018,2018-01-01,1,1,EEA,419
AT13,90200,90200,2019,2019-01-01,1,1,EEA,437
AT13,90200,90200,2020,2020-01-01,1,1,EEA,436
AT13,90200,90200,2021,2021-01-01,1,1,EEA,438
AT13,90200,90200,2022,2022-01-01,1,1,EEA,399
AT13,90200,90200,2023,2023-01-01,1,1,EEA,390
AT13,90200,90200,2024,2024-01-01,1,1,EEA,399
AT13,90200,90200,2025,2025-01-01,1,1,EEA,409
AT13,90200,90200,2002,2002-01-01,1,1,REU,361
AT13,90200,90200,2003,2003-01-01,1,1,REU,360
AT13,90200,90200,2004,2004-01-01,1,1,REU,340
AT13,90200,90200,2005,2005-01-01,1,1,REU,327
AT13,90200,90200,2006,2006-01-01,1,1,REU,341
AT13,90200,90200,2007,2007-01-01,1,1,REU,318
AT13,90200,90200,2008,2008-01-01,1,1,REU,304
AT13,90200,90200,2009,2009-01-01,1,1,REU,325
AT13,90200,90200,2010,2010-01-01,1,1,REU,328
AT13,90200,90200,2011,2011-01-01,1,1,REU,334
AT13,90200,90200,2012,2012-01-01,1,1,REU,354
AT13,90200,90200,2013,2013-01-01,1,1,REU,326
AT13,90200,90200,2014,2014-01-01,1,1,REU,300
AT13,90200,90200,2015,2015-01-01,1,1,REU,312
AT13,90200,90200,2016,2016-01-01,1,1,REU,308
AT13,90200,90200,2017,2017-01-01,1,1,REU,305
AT13,90200,90200,2018,2018-01-01,1,1,REU,296
AT13,90200,90200,2019,2019-01-01,1,1,REU,261
AT13,90200,90200,2020,2020-01-01,1,1,REU,240
AT13,90200,90200,2021,2021-01-01,1,1,REU,220
AT13,90200,90200,2022,2022-01-01,1,1,REU,201
AT13,90200,90200,2023,2023-01-01,1,1,REU,234
AT13,90200,90200,2024,2024-01-01,1,1,REU,230
AT13,90200,90200,2025,2025-01-01,1,1,REU,239
AT13,90200,90200,2002,2002-01-01,1,1,TCN,102
AT13,90200,90200,2003,2003-01-01,1,1,TCN,101
AT13,90200,90200,2004,2004-01-01,1,1,TCN,101
AT13,90200,90200,2005,2005-01-01,1,1,TCN,132
AT13,90200,90200,2006,2006-01-01,1,1,TCN,133
AT13,90200,90200,2007,2007-01-01,1,1,TCN,158
AT13,90200,90200,2008,2008-01-01,1,1,TCN,167
AT13,90200,90200,2009,2009-01-01,1,1,TCN,179
AT13,90200,90200,2010,2010-01-01,1,1,TCN,210
AT13,90200,90200,2011,2011-01-01,1,1,TCN,214
AT13,90200,90200,2012,2012-01-01,1,1,TCN,222
AT13,90200,90200,2013,2013-01-01,1,1,TCN,222
AT13,90200,90200,2014,2014-01-01,1,1,TCN,256
AT13,90200,90200,2015,2015-01-01,1,1,TCN,265
AT13,90200,90200,2016,2016-01-01,1,1,TCN,326
AT13,90200,90200,2017,2017-01-01,1,1,TCN,371
AT13,90200,90200,2018,2018-01-01,1,1,TCN,371
AT13,90200,90200,2019,2019-01-01,1,1,TCN,377
AT13,90200,90200,2020,2020-01-01,1,1,TCN,365
AT13,90200,90200,2021,2021-01-01,1,1,TCN,333
AT13,90200,90200,2022,2022-01-01,1,1,TCN,310
AT13,90200,90200,2023,2023-01-01,1,1,TCN,309
AT13,90200,90200,2024,2024-01-01,1,1,TCN,313
AT13,90200,90200,2025,2025-01-01,1,1,TCN,339
AT13,90200,90200,2002,2002-01-01,1,2,AUT,1563
AT13,90200,90200,2003,2003-01-01,1,2,AUT,1577
AT13,90200,90200,2004,2004-01-01,1,2,AUT,1575
AT13,90200,90200,2005,2005-01-01,1,2,AUT,1572
AT13,90200,90200,2006,2006-01-01,1,2,AUT,1664
AT13,90200,90200,2007,2007-01-01,1,2,AUT,1652
AT13,90200,90200,2008,2008-01-01,1,2,AUT,1694
AT13,90200,90200,2009,2009-01-01,1,2,AUT,1656
AT13,90200,90200,2010,2010-01-01,1,2,AUT,1652
AT13,90200,90200,2011,2011-01-01,1,2,AUT,1626
AT13,90200,90200,2012,2012-01-01,1,2,AUT,1620
AT13,90200,90200,2013,2013-01-01,1,2,AUT,1608
AT13,90200,90200,2014,2014-01-01,1,2,AUT,1667
AT13,90200,90200,2015,2015-01-01,1,2,AUT,1683
AT13,90200,90200,2016,2016-01-01,1,2,AUT,1719
AT13,90200,90200,2017,2017-01-01,1,2,AUT,1727
AT13,90200,90200,2018,2018-01-01,1,2,AUT,1704
AT13,90200,90200,2019,2019-01-01,1,2,AUT,1652
AT13,90200,90200,2020,2020-01-01,1,2,AUT,1680
AT13,90200,90200,2021,2021-01-01,1,2,AUT,1654
AT13,90200,90200,2022,2022-01-01,1,2,AUT,1646
AT13,90200,90200,2023,2023-01-01,1,2,AUT,1629
AT13,90200,90200,2024,2024-01-01,1,2,AUT,1668
AT13,90200,90200,2025,2025-01-01,1,2,AUT,1707
AT13,90200,90200,2002,2002-01-01,1,2,EEA,141
AT13,90200,90200,2003,2003-01-01,1,2,EEA,128
AT13,90200,90200,2004,2004-01-01,1,2,EEA,139
AT13,90200,90200,2005,2005-01-01,1,2,EEA,141
AT13,90200,90200,2006,2006-01-01,1,2,EEA,153
AT13,90200,90200,2007,2007-01-01,1,2,EEA,161
AT13,90200,90200,2008,2008-01-01,1,2,EEA,185
AT13,90200,90200,2009,2009-01-01,1,2,EEA,205
AT13,90200,90200,2010,2010-01-01,1,2,EEA,217
AT13,90200,90200,2011,2011-01-01,1,2,EEA,209
AT13,90200,90200,2012,2012-01-01,1,2,EEA,214
AT13,90200,90200,2013,2013-01-01,1,2,EEA,233
AT13,90200,90200,2014,2014-01-01,1,2,EEA,256
AT13,90200,90200,2015,2015-01-01,1,2,EEA,287
AT13,90200,90200,2016,2016-01-01,1,2,EEA,332
AT13,90200,90200,2017,2017-01-01,1,2,EEA,348
AT13,90200,90200,2018,2018-01-01,1,2,EEA,375
AT13,90200,90200,2019,2019-01-01,1,2,EEA,349
AT13,90200,90200,2020,2020-01-01,1,2,EEA,365
AT13,90200,90200,2021,2021-01-01,1,2,EEA,370
AT13,90200,90200,2022,2022-01-01,1,2,EEA,381
AT13,90200,90200,2023,2023-01-01,1,2,EEA,364
AT13,90200,90200,2024,2024-01-01,1,2,EEA,364
AT13,90200,90200,2025,2025-01-01,1,2,EEA,353
AT13,90200,90200,2002,2002-01-01,1,2,REU,462
AT13,90200,90200,2003,2003-01-01,1,2,REU,430
AT13,90200,90200,2004,2004-01-01,1,2,REU,411
AT13,90200,90200,2005,2005-01-01,1,2,REU,379
AT13,90200,90200,2006,2006-01-01,1,2,REU,342
AT13,90200,90200,2007,2007-01-01,1,2,REU,331
AT13,90200,90200,2008,2008-01-01,1,2,REU,299
AT13,90200,90200,2009,2009-01-01,1,2,REU,298
AT13,90200,90200,2010,2010-01-01,1,2,REU,314
AT13,90200,90200,2011,2011-01-01,1,2,REU,317
AT13,90200,90200,2012,2012-01-01,1,2,REU,333
AT13,90200,90200,2013,2013-01-01,1,2,REU,312
AT13,90200,90200,2014,2014-01-01,1,2,REU,300
AT13,90200,90200,2015,2015-01-01,1,2,REU,288
AT13,90200,90200,2016,2016-01-01,1,2,REU,289
AT13,90200,90200,2017,2017-01-01,1,2,REU,285
AT13,90200,90200,2018,2018-01-01,1,2,REU,267
AT13,90200,90200,2019,2019-01-01,1,2,REU,263
AT13,90200,90200,2020,2020-01-01,1,2,REU,259
AT13,90200,90200,2021,2021-01-01,1,2,REU,258
AT13,90200,90200,2022,2022-01-01,1,2,REU,243
AT13,90200,90200,2023,2023-01-01,1,2,REU,377
AT13,90200,90200,2024,2024-01-01,1,2,REU,336
AT13,90200,90200,2025,2025-01-01,1,2,REU,315
AT13,90200,90200,2002,2002-01-01,1,2,TCN,91
AT13,90200,90200,2003,2003-01-01,1,2,TCN,83
AT13,90200,90200,2004,2004-01-01,1,2,TCN,76
AT13,90200,90200,2005,2005-01-01,1,2,TCN,101
AT13,90200,90200,2006,2006-01-01,1,2,TCN,118
AT13,90200,90200,2007,2007-01-01,1,2,TCN,119
AT13,90200,90200,2008,2008-01-01,1,2,TCN,141
AT13,90200,90200,2009,2009-01-01,1,2,TCN,135
AT13,90200,90200,2010,2010-01-01,1,2,TCN,154
AT13,90200,90200,2011,2011-01-01,1,2,TCN,154
AT13,90200,90200,2012,2012-01-01,1,2,TCN,168
AT13,90200,90200,2013,2013-01-01,1,2,TCN,172
AT13,90200,90200,2014,2014-01-01,1,2,TCN,186
AT13,90200,90200,2015,2015-01-01,1,2,TCN,220
AT13,90200,90200,2016,2016-01-01,1,2,TCN,284
AT13,90200,90200,2017,2017-01-01,1,2,TCN,332
AT13,90200,90200,2018,2018-01-01,1,2,TCN,415
AT13,90200,90200,2019,2019-01-01,1,2,TCN,407
AT13,90200,90200,2020,2020-01-01,1,2,TCN,359
AT13,90200,90200,2021,2021-01-01,1,2,TCN,344
AT13,90200,90200,2022,2022-01-01,1,2,TCN,366
AT13,90200,90200,2023,2023-01-01,1,2,TCN,393
AT13,90200,90200,2024,2024-01-01,1,2,TCN,423
AT13,90200,90200,2025,2025-01-01,1,2,TCN,455
AT13,90200,90200,2002,2002-01-01,1,3,AUT,1562
AT13,90200,90200,2003,2003-01-01,1,3,AUT,1653
AT13,90200,90200,2004,2004-01-01,1,3,AUT,1691
AT13,90200,90200,2005,2005-01-01,1,3,AUT,1673
AT13,90200,90200,2006,2006-01-01,1,3,AUT,1676
AT13,90200,90200,2007,2007-01-01,1,3,AUT,1657
AT13,90200,90200,2008,2008-01-01,1,3,AUT,1592
AT13,90200,90200,2009,2009-01-01,1,3,AUT,1543
AT13,90200,90200,2010,2010-01-01,1,3,AUT,1539
AT13,90200,90200,2011,2011-01-01,1,3,AUT,1573
AT13,90200,90200,2012,2012-01-01,1,3,AUT,1567
AT13,90200,90200,2013,2013-01-01,1,3,AUT,1579
AT13,90200,90200,2014,2014-01-01,1,3,AUT,1564
AT13,90200,90200,2015,2015-01-01,1,3,AUT,1563
AT13,90200,90200,2016,2016-01-01,1,3,AUT,1537
AT13,90200,90200,2017,2017-01-01,1,3,AUT,1552
AT13,90200,90200,2018,2018-01-01,1,3,AUT,1522
AT13,90200,90200,2019,2019-01-01,1,3,AUT,1527
AT13,90200,90200,2020,2020-01-01,1,3,AUT,1539
AT13,90200,90200,2021,2021-01-01,1,3,AUT,1564
AT13,90200,90200,2022,2022-01-01,1,3,AUT,1578
AT13,90200,90200,2023,2023-01-01,1,3,AUT,1613
AT13,90200,90200,2024,2024-01-01,1,3,AUT,1591
AT13,90200,90200,2025,2025-01-01,1,3,AUT,1609
AT13,90200,90200,2002,2002-01-01,1,3,EEA,114
AT13,90200,90200,2003,2003-01-01,1,3,EEA,126
AT13,90200,90200,2004,2004-01-01,1,3,EEA,137
AT13,90200,90200,2005,2005-01-01,1,3,EEA,147
AT13,90200,90200,2006,2006-01-01,1,3,EEA,158
AT13,90200,90200,2007,2007-01-01,1,3,EEA,138
AT13,90200,90200,2008,2008-01-01,1,3,EEA,154
AT13,90200,90200,2009,2009-01-01,1,3,EEA,151
AT13,90200,90200,2010,2010-01-01,1,3,EEA,149
AT13,90200,90200,2011,2011-01-01,1,3,EEA,169
AT13,90200,90200,2012,2012-01-01,1,3,EEA,193
AT13,90200,90200,2013,2013-01-01,1,3,EEA,188
AT13,90200,90200,2014,2014-01-01,1,3,EEA,219
AT13,90200,90200,2015,2015-01-01,1,3,EEA,228
AT13,90200,90200,2016,2016-01-01,1,3,EEA,222
AT13,90200,90200,2017,2017-01-01,1,3,EEA,241
AT13,90200,90200,2018,2018-01-01,1,3,EEA,259
AT13,90200,90200,2019,2019-01-01,1,3,EEA,280
AT13,90200,90200,2020,2020-01-01,1,3,EEA,300
AT13,90200,90200,2021,2021-01-01,1,3,EEA,300
AT13,90200,90200,2022,2022-01-01,1,3,EEA,289
AT13,90200,90200,2023,2023-01-01,1,3,EEA,302
AT13,90200,90200,2024,2024-01-01,1,3,EEA,305
AT13,90200,90200,2025,2025-01-01,1,3,EEA,325
AT13,90200,90200,2002,2002-01-01,1,3,REU,433
AT13,90200,90200,2003,2003-01-01,1,3,REU,445
AT13,90200,90200,2004,2004-01-01,1,3,REU,404
AT13,90200,90200,2005,2005-01-01,1,3,REU,410
AT13,90200,90200,2006,2006-01-01,1,3,REU,378
AT13,90200,90200,2007,2007-01-01,1,3,REU,384
AT13,90200,90200,2008,2008-01-01,1,3,REU,364
AT13,90200,90200,2009,2009-01-01,1,3,REU,340
AT13,90200,90200,2010,2010-01-01,1,3,REU,311
AT13,90200,90200,2011,2011-01-01,1,3,REU,326
AT13,90200,90200,2012,2012-01-01,1,3,REU,303
AT13,90200,90200,2013,2013-01-01,1,3,REU,329
AT13,90200,90200,2014,2014-01-01,1,3,REU,340
AT13,90200,90200,2015,2015-01-01,1,3,REU,337
AT13,90200,90200,2016,2016-01-01,1,3,REU,293
AT13,90200,90200,2017,2017-01-01,1,3,REU,291
AT13,90200,90200,2018,2018-01-01,1,3,REU,259
AT13,90200,90200,2019,2019-01-01,1,3,REU,255
AT13,90200,90200,2020,2020-01-01,1,3,REU,229
AT13,90200,90200,2021,2021-01-01,1,3,REU,240
AT13,90200,90200,2022,2022-01-01,1,3,REU,226
AT13,90200,90200,2023,2023-01-01,1,3,REU,320
AT13,90200,90200,2024,2024-01-01,1,3,REU,337
AT13,90200,90200,2025,2025-01-01,1,3,REU,330
AT13,90200,90200,2002,2002-01-01,1,3,TCN,162
AT13,90200,90200,2003,2003-01-01,1,3,TCN,150
AT13,90200,90200,2004,2004-01-01,1,3,TCN,121
AT13,90200,90200,2005,2005-01-01,1,3,TCN,89
AT13,90200,90200,2006,2006-01-01,1,3,TCN,89
AT13,90200,90200,2007,2007-01-01,1,3,TCN,91
AT13,90200,90200,2008,2008-01-01,1,3,TCN,109
AT13,90200,90200,2009,2009-01-01,1,3,TCN,132
AT13,90200,90200,2010,2010-01-01,1,3,TCN,140
AT13,90200,90200,2011,2011-01-01,1,3,TCN,155
AT13,90200,90200,2012,2012-01-01,1,3,TCN,154
AT13,90200,90200,2013,2013-01-01,1,3,TCN,165
AT13,90200,90200,2014,2014-01-01,1,3,TCN,172
AT13,90200,90200,2015,2015-01-01,1,3,TCN,208
AT13,90200,90200,2016,2016-01-01,1,3,TCN,239
AT13,90200,90200,2017,2017-01-01,1,3,TCN,310
AT13,90200,90200,2018,2018-01-01,1,3,TCN,358
AT13,90200,90200,2019,2019-01-01,1,3,TCN,372
AT13,90200,90200,2020,2020-01-01,1,3,TCN,370
AT13,90200,90200,2021,2021-01-01,1,3,TCN,355
AT13,90200,90200,2022,2022-01-01,1,3,TCN,372
AT13,90200,90200,2023,2023-01-01,1,3,TCN,364
AT13,90200,90200,2024,2024-01-01,1,3,TCN,369
AT13,90200,90200,2025,2025-01-01,1,3,TCN,387
AT13,90200,90200,2002,2002-01-01,1,4,AUT,1674
AT13,90200,90200,2003,2003-01-01,1,4,AUT,1675
AT13,90200,90200,2004,2004-01-01,1,4,AUT,1757
AT13,90200,90200,2005,2005-01-01,1,4,AUT,1779
AT13,90200,90200,2006,2006-01-01,1,4,AUT,1836
AT13,90200,90200,2007,2007-01-01,1,4,AUT,1856
AT13,90200,90200,2008,2008-01-01,1,4,AUT,1858
AT13,90200,90200,2009,2009-01-01,1,4,AUT,1765
AT13,90200,90200,2010,2010-01-01,1,4,AUT,1725
AT13,90200,90200,2011,2011-01-01,1,4,AUT,1680
AT13,90200,90200,2012,2012-01-01,1,4,AUT,1636
AT13,90200,90200,2013,2013-01-01,1,4,AUT,1610
AT13,90200,90200,2014,2014-01-01,1,4,AUT,1626
AT13,90200,90200,2015,2015-01-01,1,4,AUT,1594
AT13,90200,90200,2016,2016-01-01,1,4,AUT,1638
AT13,90200,90200,2017,2017-01-01,1,4,AUT,1595
AT13,90200,90200,2018,2018-01-01,1,4,AUT,1612
AT13,90200,90200,2019,2019-01-01,1,4,AUT,1576
AT13,90200,90200,2020,2020-01-01,1,4,AUT,1582
AT13,90200,90200,2021,2021-01-01,1,4,AUT,1540
AT13,90200,90200,2022,2022-01-01,1,4,AUT,1518
AT13,90200,90200,2023,2023-01-01,1,4,AUT,1498
AT13,90200,90200,2024,2024-01-01,1,4,AUT,1540
AT13,90200,90200,2025,2025-01-01,1,4,AUT,1563
AT13,90200,90200,2002,2002-01-01,1,4,EEA,101
AT13,90200,90200,2003,2003-01-01,1,4,EEA,105
AT13,90200,90200,2004,2004-01-01,1,4,EEA,103
AT13,90200,90200,2005,2005-01-01,1,4,EEA,117
AT13,90200,90200,2006,2006-01-01,1,4,EEA,120
AT13,90200,90200,2007,2007-01-01,1,4,EEA,113
AT13,90200,90200,2008,2008-01-01,1,4,EEA,137
AT13,90200,90200,2009,2009-01-01,1,4,EEA,153
AT13,90200,90200,2010,2010-01-01,1,4,EEA,171
AT13,90200,90200,2011,2011-01-01,1,4,EEA,196
AT13,90200,90200,2012,2012-01-01,1,4,EEA,188
AT13,90200,90200,2013,2013-01-01,1,4,EEA,196
AT13,90200,90200,2014,2014-01-01,1,4,EEA,198
AT13,90200,90200,2015,2015-01-01,1,4,EEA,200
